,0,1,2,3,4,5,6,7
33,34,欧尚EV,270,长安汽车,0.00,0.00,https://www.16888.com/128158/options/,201908
34,35,江淮iEV6E,228,江淮汽车,5.95,7.55,https://www.16888.com/127487/options/,201908
35,36,众泰Z500新能源,211,众泰新能源,0.00,0.00,https://www.16888.com/126703/options/,201908
36,37,小蚂蚁,210,奇瑞新能源,7.39,9.40,https://www.16888.com/127686/options/,201908
37,38,艾瑞泽5e,198,奇瑞新能源,15.98,15.98,https://www.16888.com/127815/options/,201908
38,39,荣威Ei5,197,上汽集团,13.98,15.38,https://www.16888.com/127904/options/,201908
39,40,嘉际新能源,194,吉利新能源,14.58,16.88,https://www.16888.com/128402/options/,201908
40,41,缤越新能源,185,吉利新能源,11.98,13.58,https://www.16888.com/128486/options/,201908
41,42,星越新能源,169,吉利新能源,17.58,21.68,https://www.16888.com/128471/options/,201908
42,43,风行S50EV,127,东风风行,13.19,18.09,https://www.16888.com/127908/options/,201908
43,44,奔腾B30EV,125,一汽奔腾,0.00,0.00,https://www.16888.com/128151/options/,201908
44,45,云度π1,122,云度新能源,7.48,7.98,https://www.16888.com/127865/options/,201908
45,46,欧拉iQ,117,长城新能源,11.48,15.03,https://www.16888.com/128188/options/,201908
46,47,LITE,90,北汽新能源,11.08,12.68,https://www.16888.com/127843/options/,201908
47,48,起亚K5新能源,75,起亚,22.28,23.98,https://www.16888.com/128184/options/,201908
48,49,江淮iEV,58,江淮汽车,9.45,9.45,https://www.16888.com/126533/options/,201908
49,50,轩逸·纯电,54,东风日产,23.80,25.40,https://www.16888.com/128225/options/,201908
0,51,蒙迪欧新能源,46,长安福特,0.00,0.00,https://www.16888.com/128007/options/,201908
1,52,上汽大通MAXUS EG10,40,上汽大通,29.93,41.68,https://www.16888.com/127883/options/,201908
2,53,上汽大通MAXUS EUNIQ 5,38,上汽大通,16.58,21.28,https://www.16888.com/128501/options/,201908
3,54,祺智EV,37,广汽三菱新能源,12.98,13.98,https://www.16888.com/128230/options/,201908
4,55,索纳塔插电混动,33,北京现代,22.28,25.68,https://www.16888.com/128153/options/,201908
5,56,云度π3,28,云度新能源,11.98,14.48,https://www.16888.com/127866/options/,201908
6,57,睿行ES30,26,长安凯程,6.68,6.98,https://www.16888.com/128683/options/,201908
7,58,长安CS15EV,25,长安汽车,8.98,9.88,https://www.16888.com/127880/options/,201908
8,59,名爵6新能源,24,上汽名爵,14.58,19.98,https://www.16888.com/128014/options/,201908
9,60,易至EX5,12,江铃集团新能源,12.58,13.28,https://www.16888.com/128037/options/,201908
10,61,云100,7,众泰新能源,0.00,0.00,https://www.16888.com/126716/options/,201908
11,62,菱智M5EV,5,东风风行,14.99,17.39,https://www.16888.com/128231/options/,201908
12,63,江淮iEVA50,4,江淮汽车,12.98,14.55,https://www.16888.com/128025/options/,201908
13,64,荣威e950,3,上汽集团,0.00,0.00,https://www.16888.com/127363/options/,201908
14,65,奔腾X40新能源,2,一汽奔腾,0.00,0.00,https://www.16888.com/128305/options/,201908
15,66,传祺GA3S PHEV,1,广汽埃安,16.48,17.48,https://www.16888.com/127752/options/,201908
16,67,力帆820EV,0,力帆汽车,0.00,0.00,https://www.16888.com/128237/options/,201908
17,68,众泰T300新能源,0,众泰新能源,0.00,0.00,https://www.16888.com/128041/options/,201908
18,69,WEY P8,0,长城汽车,0.00,0.00,https://www.16888.com/127841/options/,201908
19,70,起亚KX3新能源,0,起亚,23.98,23.98,https://www.16888.com/128265/options/,201908
20,71,路盛S1 iEV360,0,华泰新能源,0.00,0.00,https://www.16888.com/128035/options/,201908
21,72,尼欧Ⅱ,0,长安汽车,0.00,0.00,https://www.16888.com/128309/options/,201908
22,73,江铃E160,0,江铃集团新能源,0.00,0.00,https://www.16888.com/127754/options/,201908
23,74,腾势,0,腾势汽车,29.88,32.88,https://www.16888.com/126366/options/,201908
24,75,风光580新能源,0,东风小康,0.00,0.00,https://www.16888.com/128368/options/,201908
25,76,众泰E200,0,众泰新能源,0.00,0.00,https://www.16888.com/126973/options/,201908
26,77,知豆D2,0,知豆电动车,0.00,0.00,https://www.16888.com/127043/options/,201908
27,78,奥迪A6L新能源,0,一汽-大众奥迪,50.80,50.80,https://www.16888.com/128135/options/,201908
28,79,领克01新能源,0,领克,19.97,22.78,https://www.16888.com/128145/options/,201908
29,80,江铃E200L,0,江铃集团新能源,0.00,0.00,https://www.16888.com/127530/options/,201908
30,81,开瑞K60EV,0,开瑞汽车,19.88,20.88,https://www.16888.com/128152/options/,201908
31,82,VELITE 5,0,上汽通用别克,0.00,0.00,https://www.16888.com/127696/options/,201908
32,83,宋新能源,0,比亚迪,0.00,0.00,https://www.16888.com/127723/options/,201908
33,84,传祺GS4新能源,0,广汽乘用车,16.38,19.38,https://www.16888.com/127749/options/,201908
34,85,野马EC30,0,野马汽车,0.00,0.00,https://www.16888.com/128211/options/,201908
35,86,传祺GE3,0,广汽埃安,0.00,0.00,https://www.16888.com/127748/options/,201908
36,87,长安CS75 PHEV,0,长安汽车,17.68,20.78,https://www.16888.com/128224/options/,201908
37,88,路盛S1 EV160B,0,华泰新能源,0.00,0.00,https://www.16888.com/127884/options/,201908
0,1,北汽新能源EU,8710,北汽新能源,7.98,7.98,https://www.16888.com/127152/options/,201909
1,2,宝骏E100,5353,上汽通用五菱,4.98,5.48,https://www.16888.com/127573/options/,201909
2,3,宝马5系新能源,3393,华晨宝马,49.99,53.69,https://www.16888.com/127997/options/,201909
3,4,元新能源,3051,比亚迪,0.00,0.00,https://www.16888.com/128065/options/,201909
4,5,宋Pro新能源,3007,比亚迪,14.08,16.58,https://www.16888.com/128490/options/,201909
5,6,奇瑞eQ,2584,奇瑞新能源,15.99,17.19,https://www.16888.com/126754/options/,201909
6,7,思皓E20X,2236,江淮大众,12.80,13.80,https://www.16888.com/128653/options/,201909
7,8,唐新能源,2215,比亚迪,20.98,34.28,https://www.16888.com/126549/options/,201909
8,9,蔚来ES6,2190,蔚来,36.80,55.40,https://www.16888.com/127934/options/,201909
9,10,小鹏G3,2186,小鹏汽车,16.89,20.19,https://www.16888.com/127961/options/,201909
10,11,比亚迪e2,2078,比亚迪,9.58,14.58,https://www.16888.com/128578/options/,201909
11,12,名爵EZS纯电动,1800,上汽名爵,11.98,14.98,https://www.16888.com/128403/options/,201909
12,13,欧拉黑猫,1710,长城新能源,8.48,9.98,https://www.16888.com/128302/options/,201909
13,14,北汽新能源EC,1352,北汽新能源,0.00,0.00,https://www.16888.com/127675/options/,201909
14,15,帝豪GSe,1338,吉利新能源,10.99,15.99,https://www.16888.com/128078/options/,201909
15,16,几何A,1184,几何汽车,12.68,20.78,https://www.16888.com/128369/options/,201909
16,17,朗逸纯电,1161,上汽大众,14.89,14.89,https://www.16888.com/128595/options/,201909
17,18,红旗E-HS3,1065,一汽红旗,22.58,26.58,https://www.16888.com/128491/options/,201909
18,19,荣威i6新能源,979,上汽集团,14.78,20.18,https://www.16888.com/127701/options/,201909
19,20,帕萨特新能源,949,上汽大众,23.32,24.22,https://www.16888.com/128252/options/,201909
20,21,途观L新能源,649,上汽大众,26.11,27.21,https://www.16888.com/128249/options/,201909
21,22,卡罗拉双擎E+,621,一汽丰田,20.78,23.08,https://www.16888.com/128378/options/,201909
22,23,北汽新能源EX,500,北汽新能源,0.00,0.00,https://www.16888.com/127378/options/,201909
23,24,逸动新能源,483,长安汽车,14.99,15.99,https://www.16888.com/127732/options/,201909
24,25,瑞虎3xe,468,奇瑞新能源,9.38,10.68,https://www.16888.com/127976/options/,201909
25,26,启辰D60EV,455,东风启辰,12.98,17.88,https://www.16888.com/128626/options/,201909
26,27,帝豪新能源,430,吉利新能源,13.58,16.18,https://www.16888.com/127691/options/,201909
27,28,睿行ES30,407,长安凯程,6.68,6.98,https://www.16888.com/128683/options/,201909
28,29,宋MAX新能源,375,比亚迪,14.78,17.48,https://www.16888.com/128417/options/,201909
29,30,奔腾B30EV,372,一汽奔腾,0.00,0.00,https://www.16888.com/128151/options/,201909
30,31,比亚迪S2,347,比亚迪,0.00,0.00,https://www.16888.com/128487/options/,201909
31,32,东风风神E70,331,东风乘用车,14.28,15.38,https://www.16888.com/127868/options/,201909
32,33,比亚迪e1,301,比亚迪,5.99,7.99,https://www.16888.com/128426/options/,201909
33,34,艾瑞泽5e,294,奇瑞新能源,15.98,15.98,https://www.16888.com/127815/options/,201909
34,35,蔚来ES8,288,蔚来,49.60,65.60,https://www.16888.com/127767/options/,201909
35,36,雷凌双擎E+,250,广汽丰田,20.38,21.88,https://www.16888.com/128401/options/,201909
36,37,江淮iEV6E,225,江淮汽车,5.95,7.55,https://www.16888.com/127487/options/,201909
37,38,比亚迪e5,221,比亚迪,22.07,22.07,https://www.16888.com/127290/options/,201909
38,39,众泰Z500新能源,218,众泰新能源,0.00,0.00,https://www.16888.com/126703/options/,201909
39,40,名爵6新能源,208,上汽名爵,14.58,19.98,https://www.16888.com/128014/options/,201909
40,41,嘉际新能源,195,吉利新能源,14.58,16.88,https://www.16888.com/128402/options/,201909
41,42,荣威Ei5,186,上汽集团,13.98,15.38,https://www.16888.com/127904/options/,201909
42,43,欧拉iQ,167,长城新能源,11.48,15.03,https://www.16888.com/128188/options/,201909
43,44,江淮iEV,142,江淮汽车,9.45,9.45,https://www.16888.com/126533/options/,201909
44,45,蒙迪欧新能源,141,长安福特,0.00,0.00,https://www.16888.com/128007/options/,201909
45,46,云度π1,132,云度新能源,7.48,7.98,https://www.16888.com/127865/options/,201909
46,47,缤越新能源,113,吉利新能源,11.98,13.58,https://www.16888.com/128486/options/,201909
47,48,欧尚EV,107,长安汽车,0.00,0.00,https://www.16888.com/128158/options/,201909
48,49,起亚K5新能源,102,起亚,22.28,23.98,https://www.16888.com/128184/options/,201909
49,50,风行S50EV,102,东风风行,13.19,18.09,https://www.16888.com/127908/options/,201909
0,51,易至EX5,91,江铃集团新能源,12.58,13.28,https://www.16888.com/128037/options/,201909
1,52,云度π3,90,云度新能源,11.98,14.48,https://www.16888.com/127866/options/,201909
2,53,星越新能源,72,吉利新能源,17.58,21.68,https://www.16888.com/128471/options/,201909
3,54,小蚂蚁,69,奇瑞新能源,7.39,9.40,https://www.16888.com/127686/options/,201909
4,55,雷诺 e诺,60,东风雷诺,0.00,0.00,https://www.16888.com/128590/options/,201909
5,56,轩逸·纯电,50,东风日产,23.80,25.40,https://www.16888.com/128225/options/,201909
6,57,祺智EV,50,广汽三菱新能源,12.98,13.98,https://www.16888.com/128230/options/,201909
7,58,上汽大通MAXUS EUNIQ 5,38,上汽大通,16.58,21.28,https://www.16888.com/128501/options/,201909
8,59,LITE,31,北汽新能源,11.08,12.68,https://www.16888.com/127843/options/,201909
9,60,索纳塔插电混动,27,北京现代,22.28,25.68,https://www.16888.com/128153/options/,201909
10,61,风光580新能源,24,东风小康,0.00,0.00,https://www.16888.com/128368/options/,201909
11,62,奔腾X40新能源,17,一汽奔腾,0.00,0.00,https://www.16888.com/128305/options/,201909
12,63,江淮iEVA50,15,江淮汽车,12.98,14.55,https://www.16888.com/128025/options/,201909
13,64,上汽大通MAXUS EG10,15,上汽大通,29.93,41.68,https://www.16888.com/127883/options/,201909
14,65,长安CS15EV,7,长安汽车,8.98,9.88,https://www.16888.com/127880/options/,201909
15,66,传祺GE3,4,广汽埃安,0.00,0.00,https://www.16888.com/127748/options/,201909
16,67,WEY P8,0,长城汽车,0.00,0.00,https://www.16888.com/127841/options/,201909
17,68,众泰T300新能源,0,众泰新能源,0.00,0.00,https://www.16888.com/128041/options/,201909
18,69,起亚KX3新能源,0,起亚,23.98,23.98,https://www.16888.com/128265/options/,201909
19,70,路盛S1 iEV360,0,华泰新能源,0.00,0.00,https://www.16888.com/128035/options/,201909
20,71,尼欧Ⅱ,0,长安汽车,0.00,0.00,https://www.16888.com/128309/options/,201909
21,72,腾势,0,腾势汽车,29.88,32.88,https://www.16888.com/126366/options/,201909
22,73,江铃E160,0,江铃集团新能源,0.00,0.00,https://www.16888.com/127754/options/,201909
23,74,云100,0,众泰新能源,0.00,0.00,https://www.16888.com/126716/options/,201909
24,75,众泰E200,0,众泰新能源,0.00,0.00,https://www.16888.com/126973/options/,201909
25,76,知豆D2,0,知豆电动车,0.00,0.00,https://www.16888.com/127043/options/,201909
26,77,奥迪A6L新能源,0,一汽-大众奥迪,50.80,50.80,https://www.16888.com/128135/options/,201909
27,78,荣威e950,0,上汽集团,0.00,0.00,https://www.16888.com/127363/options/,201909
28,79,领克01新能源,0,领克,19.97,22.78,https://www.16888.com/128145/options/,201909
29,80,江铃E200L,0,江铃集团新能源,0.00,0.00,https://www.16888.com/127530/options/,201909
30,81,开瑞K60EV,0,开瑞汽车,19.88,20.88,https://www.16888.com/128152/options/,201909
31,82,VELITE 5,0,上汽通用别克,0.00,0.00,https://www.16888.com/127696/options/,201909
32,83,荣威MARVEL X,0,上汽集团,0.00,0.00,https://www.16888.com/128182/options/,201909
33,84,宋新能源,0,比亚迪,0.00,0.00,https://www.16888.com/127723/options/,201909
34,85,传祺GS4新能源,0,广汽乘用车,16.38,19.38,https://www.16888.com/127749/options/,201909
35,86,传祺GA3S PHEV,0,广汽埃安,16.48,17.48,https://www.16888.com/127752/options/,201909
36,87,野马EC30,0,野马汽车,0.00,0.00,https://www.16888.com/128211/options/,201909
37,88,长安CS75 PHEV,0,长安汽车,17.68,20.78,https://www.16888.com/128224/options/,201909
38,89,路盛S1 EV160B,0,华泰新能源,0.00,0.00,https://www.16888.com/127884/options/,201909
39,90,菱智M5EV,0,东风风行,14.99,17.39,https://www.16888.com/128231/options/,201909
40,91,力帆820EV,0,力帆汽车,0.00,0.00,https://www.16888.com/128237/options/,201909
0,1,北汽新能源EU,7623,北汽新能源,7.98,7.98,https://www.16888.com/127152/options/,201910
1,2,宝骏E100,4636,上汽通用五菱,4.98,5.48,https://www.16888.com/127573/options/,201910
2,3,元新能源,3072,比亚迪,0.00,0.00,https://www.16888.com/128065/options/,201910
3,4,宝马5系新能源,2764,华晨宝马,49.99,53.69,https://www.16888.com/127997/options/,201910
4,5,名爵EZS纯电动,2549,上汽名爵,11.98,14.98,https://www.16888.com/128403/options/,201910
5,6,奇瑞eQ,2414,奇瑞新能源,15.99,17.19,https://www.16888.com/126754/options/,201910
6,7,比亚迪e2,2151,比亚迪,9.58,14.58,https://www.16888.com/128578/options/,201910
7,8,唐新能源,2016,比亚迪,20.98,34.28,https://www.16888.com/126549/options/,201910
8,9,蔚来ES6,1880,蔚来,36.80,55.40,https://www.16888.com/127934/options/,201910
9,10,欧拉黑猫,1618,长城新能源,8.48,9.98,https://www.16888.com/128302/options/,201910
10,11,几何A,1565,几何汽车,12.68,20.78,https://www.16888.com/128369/options/,201910
11,12,思皓E20X,1200,江淮大众,12.80,13.80,https://www.16888.com/128653/options/,201910
12,13,东风风神E70,1121,东风乘用车,14.28,15.38,https://www.16888.com/127868/options/,201910
13,14,宋Pro新能源,1068,比亚迪,14.08,16.58,https://www.16888.com/128490/options/,201910
14,15,红旗E-HS3,1043,一汽红旗,22.58,26.58,https://www.16888.com/128491/options/,201910
15,16,逸动新能源,917,长安汽车,14.99,15.99,https://www.16888.com/127732/options/,201910
16,17,荣威Ei5,837,上汽集团,13.98,15.38,https://www.16888.com/127904/options/,201910
17,18,广汽本田VE-1,764,广汽本田,15.98,18.68,https://www.16888.com/128273/options/,201910
18,19,途观L新能源,695,上汽大众,26.11,27.21,https://www.16888.com/128249/options/,201910
19,20,北汽新能源EC,667,北汽新能源,0.00,0.00,https://www.16888.com/127675/options/,201910
20,21,荣威i6新能源,628,上汽集团,14.78,20.18,https://www.16888.com/127701/options/,201910
21,22,帕萨特新能源,597,上汽大众,23.32,24.22,https://www.16888.com/128252/options/,201910
22,23,小鹏G3,505,小鹏汽车,16.89,20.19,https://www.16888.com/127961/options/,201910
23,24,雷凌双擎E+,478,广汽丰田,20.38,21.88,https://www.16888.com/128401/options/,201910
24,25,朗逸纯电,417,上汽大众,14.89,14.89,https://www.16888.com/128595/options/,201910
25,26,卡罗拉双擎E+,362,一汽丰田,20.78,23.08,https://www.16888.com/128378/options/,201910
26,27,奔腾B30EV,356,一汽奔腾,0.00,0.00,https://www.16888.com/128151/options/,201910
27,28,比亚迪e3,336,比亚迪,15.48,15.58,https://www.16888.com/128565/options/,201910
28,29,雷诺 e诺,323,东风雷诺,0.00,0.00,https://www.16888.com/128590/options/,201910
29,30,众泰Z500新能源,313,众泰新能源,0.00,0.00,https://www.16888.com/126703/options/,201910
30,31,宋MAX新能源,293,比亚迪,14.78,17.48,https://www.16888.com/128417/options/,201910
31,32,宝来·纯电,282,一汽-大众,0.00,0.00,https://www.16888.com/128689/options/,201910
32,33,小蚂蚁,262,奇瑞新能源,7.39,9.40,https://www.16888.com/127686/options/,201910
33,34,嘉际新能源,204,吉利新能源,14.58,16.88,https://www.16888.com/128402/options/,201910
34,35,比亚迪e5,196,比亚迪,22.07,22.07,https://www.16888.com/127290/options/,201910
35,36,长安CS15EV,194,长安汽车,8.98,9.88,https://www.16888.com/127880/options/,201910
36,37,名爵6新能源,185,上汽名爵,14.58,19.98,https://www.16888.com/128014/options/,201910
37,38,领克01新能源,184,领克,19.97,22.78,https://www.16888.com/128145/options/,201910
38,39,艾瑞泽5e,158,奇瑞新能源,15.98,15.98,https://www.16888.com/127815/options/,201910
39,40,欧拉iQ,156,长城新能源,11.48,15.03,https://www.16888.com/128188/options/,201910
40,41,比亚迪S2,155,比亚迪,0.00,0.00,https://www.16888.com/128487/options/,201910
41,42,云度π1,149,云度新能源,7.48,7.98,https://www.16888.com/127865/options/,201910
42,43,蔚来ES8,139,蔚来,49.60,65.60,https://www.16888.com/127767/options/,201910
43,44,比亚迪e1,129,比亚迪,5.99,7.99,https://www.16888.com/128426/options/,201910
44,45,江淮iEV6E,120,江淮汽车,5.95,7.55,https://www.16888.com/127487/options/,201910
45,46,帝豪GSe,109,吉利新能源,10.99,15.99,https://www.16888.com/128078/options/,201910
46,47,风行S50EV,106,东风风行,13.19,18.09,https://www.16888.com/127908/options/,201910
47,48,北汽新能源EX,100,北汽新能源,0.00,0.00,https://www.16888.com/127378/options/,201910
48,49,领克02新能源,99,领克,18.27,19.77,https://www.16888.com/128628/options/,201910
49,50,云度π3,90,云度新能源,11.98,14.48,https://www.16888.com/127866/options/,201910
0,51,江淮iEV,89,江淮汽车,9.45,9.45,https://www.16888.com/126533/options/,201910
1,52,索纳塔插电混动,88,北京现代,22.28,25.68,https://www.16888.com/128153/options/,201910
2,53,启辰D60EV,87,东风启辰,12.98,17.88,https://www.16888.com/128626/options/,201910
3,54,缤越新能源,79,吉利新能源,11.98,13.58,https://www.16888.com/128486/options/,201910
4,55,领克03新能源,77,领克,17.67,19.67,https://www.16888.com/128553/options/,201910
5,56,风光580新能源,76,东风小康,0.00,0.00,https://www.16888.com/128368/options/,201910
6,57,欧尚EV,69,长安汽车,0.00,0.00,https://www.16888.com/128158/options/,201910
7,58,星越新能源,52,吉利新能源,17.58,21.68,https://www.16888.com/128471/options/,201910
8,59,起亚K5新能源,44,起亚,22.28,23.98,https://www.16888.com/128184/options/,201910
9,60,上汽大通MAXUS EUNIQ 5,39,上汽大通,16.58,21.28,https://www.16888.com/128501/options/,201910
10,61,轩逸·纯电,39,东风日产,23.80,25.40,https://www.16888.com/128225/options/,201910
11,62,祺智EV,38,广汽三菱新能源,12.98,13.98,https://www.16888.com/128230/options/,201910
12,63,帝豪新能源,37,吉利新能源,13.58,16.18,https://www.16888.com/127691/options/,201910
13,64,易至EX5,31,江铃集团新能源,12.58,13.28,https://www.16888.com/128037/options/,201910
14,65,菱智M5EV,28,东风风行,14.99,17.39,https://www.16888.com/128231/options/,201910
15,66,蒙迪欧新能源,19,长安福特,0.00,0.00,https://www.16888.com/128007/options/,201910
16,67,江淮iEVA50,16,江淮汽车,12.98,14.55,https://www.16888.com/128025/options/,201910
17,68,上汽大通MAXUS EG10,11,上汽大通,29.93,41.68,https://www.16888.com/127883/options/,201910
18,69,荣威MARVEL X,7,上汽集团,0.00,0.00,https://www.16888.com/128182/options/,201910
19,70,力帆820EV,3,力帆汽车,0.00,0.00,https://www.16888.com/128237/options/,201910
20,71,VELITE 5,2,上汽通用别克,0.00,0.00,https://www.16888.com/127696/options/,201910
21,72,WEY P8,0,长城汽车,0.00,0.00,https://www.16888.com/127841/options/,201910
22,73,起亚KX3新能源,0,起亚,23.98,23.98,https://www.16888.com/128265/options/,201910
23,74,睿行ES30,0,长安凯程,6.68,6.98,https://www.16888.com/128683/options/,201910
24,75,路盛S1 iEV360,0,华泰新能源,0.00,0.00,https://www.16888.com/128035/options/,201910
25,76,奔腾X40新能源,0,一汽奔腾,0.00,0.00,https://www.16888.com/128305/options/,201910
26,77,众泰T300新能源,0,众泰新能源,0.00,0.00,https://www.16888.com/128041/options/,201910
27,78,尼欧Ⅱ,0,长安汽车,0.00,0.00,https://www.16888.com/128309/options/,201910
28,79,腾势,0,腾势汽车,29.88,32.88,https://www.16888.com/126366/options/,201910
29,80,江铃E160,0,江铃集团新能源,0.00,0.00,https://www.16888.com/127754/options/,201910
30,81,瑞虎3xe,0,奇瑞新能源,9.38,10.68,https://www.16888.com/127976/options/,201910
31,82,云100,0,众泰新能源,0.00,0.00,https://www.16888.com/126716/options/,201910
32,83,众泰E200,0,众泰新能源,0.00,0.00,https://www.16888.com/126973/options/,201910
33,84,知豆D2,0,知豆电动车,0.00,0.00,https://www.16888.com/127043/options/,201910
34,85,奥迪A6L新能源,0,一汽-大众奥迪,50.80,50.80,https://www.16888.com/128135/options/,201910
35,86,荣威e950,0,上汽集团,0.00,0.00,https://www.16888.com/127363/options/,201910
36,87,江铃E200L,0,江铃集团新能源,0.00,0.00,https://www.16888.com/127530/options/,201910
37,88,开瑞K60EV,0,开瑞汽车,19.88,20.88,https://www.16888.com/128152/options/,201910
38,89,宋新能源,0,比亚迪,0.00,0.00,https://www.16888.com/127723/options/,201910
39,90,传祺GS4新能源,0,广汽乘用车,16.38,19.38,https://www.16888.com/127749/options/,201910
40,91,传祺GA3S PHEV,0,广汽埃安,16.48,17.48,https://www.16888.com/127752/options/,201910
41,92,野马EC30,0,野马汽车,0.00,0.00,https://www.16888.com/128211/options/,201910
42,93,传祺GE3,0,广汽埃安,0.00,0.00,https://www.16888.com/127748/options/,201910
43,94,长安CS75 PHEV,0,长安汽车,17.68,20.78,https://www.16888.com/128224/options/,201910
44,95,LITE,0,北汽新能源,11.08,12.68,https://www.16888.com/127843/options/,201910
45,96,路盛S1 EV160B,0,华泰新能源,0.00,0.00,https://www.16888.com/127884/options/,201910
0,1,宝骏E100,9809,上汽通用五菱,4.98,5.48,https://www.16888.com/127573/options/,201911
1,2,北汽新能源EU,6258,北汽新能源,7.98,7.98,https://www.16888.com/127152/options/,201911
2,3,名爵EZS纯电动,3687,上汽名爵,11.98,14.98,https://www.16888.com/128403/options/,201911
3,4,宝马5系新能源,2917,华晨宝马,49.99,53.69,https://www.16888.com/127997/options/,201911
4,5,东风风神E70,2552,东风乘用车,14.28,15.38,https://www.16888.com/127868/options/,201911
5,6,几何A,2456,几何汽车,12.68,20.78,https://www.16888.com/128369/options/,201911
6,7,元新能源,2412,比亚迪,0.00,0.00,https://www.16888.com/128065/options/,201911
7,8,奔腾B30EV,2382,一汽奔腾,0.00,0.00,https://www.16888.com/128151/options/,201911
8,9,帝豪新能源,2104,吉利新能源,13.58,16.18,https://www.16888.com/127691/options/,201911
9,10,北京EU5,2057,BEIJING汽车,12.99,17.19,https://www.16888.com/128299/options/,201911
10,11,欧拉黑猫,2001,长城新能源,8.48,9.98,https://www.16888.com/128302/options/,201911
11,12,逸动新能源,1914,长安汽车,14.99,15.99,https://www.16888.com/127732/options/,201911
12,13,秦新能源,1622,比亚迪,12.99,17.48,https://www.16888.com/128198/options/,201911
13,14,比亚迪e2,1524,比亚迪,9.58,14.58,https://www.16888.com/128578/options/,201911
14,15,蔚来ES6,1407,蔚来,36.80,55.40,https://www.16888.com/127934/options/,201911
15,16,雷诺 e诺,1382,东风雷诺,0.00,0.00,https://www.16888.com/128590/options/,201911
16,17,唐新能源,1130,比亚迪,20.98,34.28,https://www.16888.com/126549/options/,201911
17,18,帝豪GSe,1109,吉利新能源,10.99,15.99,https://www.16888.com/128078/options/,201911
18,19,宋Pro新能源,1094,比亚迪,14.08,16.58,https://www.16888.com/128490/options/,201911
19,20,小鹏G3,1016,小鹏汽车,16.89,20.19,https://www.16888.com/127961/options/,201911
20,21,广汽丰田iA5,865,广汽丰田新能源,15.98,19.28,https://www.16888.com/128629/options/,201911
21,22,宝来·纯电,827,一汽-大众,0.00,0.00,https://www.16888.com/128689/options/,201911
22,23,秦Pro新能源,821,比亚迪,13.69,20.49,https://www.16888.com/128228/options/,201911
23,24,荣威Ei5,750,上汽集团,13.98,15.38,https://www.16888.com/127904/options/,201911
24,25,北汽新能源EC,734,北汽新能源,0.00,0.00,https://www.16888.com/127675/options/,201911
25,26,比亚迪e3,625,比亚迪,15.48,15.58,https://www.16888.com/128565/options/,201911
26,27,途观L新能源,554,上汽大众,26.11,27.21,https://www.16888.com/128249/options/,201911
27,28,卡罗拉双擎E+,526,一汽丰田,20.78,23.08,https://www.16888.com/128378/options/,201911
28,29,广汽本田VE-1,521,广汽本田,15.98,18.68,https://www.16888.com/128273/options/,201911
29,30,雷凌双擎E+,513,广汽丰田,20.38,21.88,https://www.16888.com/128401/options/,201911
30,31,Aion LX,480,广汽埃安,28.66,46.96,https://www.16888.com/128584/options/,201911
31,32,思皓E20X,439,江淮大众,12.80,13.80,https://www.16888.com/128653/options/,201911
32,33,帕萨特新能源,409,上汽大众,23.32,24.22,https://www.16888.com/128252/options/,201911
33,34,江淮iEV,402,江淮汽车,9.45,9.45,https://www.16888.com/126533/options/,201911
34,35,启辰D60EV,336,东风启辰,12.98,17.88,https://www.16888.com/128626/options/,201911
35,36,朗逸纯电,321,上汽大众,14.89,14.89,https://www.16888.com/128595/options/,201911
36,37,比亚迪e1,292,比亚迪,5.99,7.99,https://www.16888.com/128426/options/,201911
37,38,领克01新能源,273,领克,19.97,22.78,https://www.16888.com/128145/options/,201911
38,39,瑞虎3xe,267,奇瑞新能源,9.38,10.68,https://www.16888.com/127976/options/,201911
39,40,欧拉iQ,251,长城新能源,11.48,15.03,https://www.16888.com/128188/options/,201911
40,41,荣威i6新能源,227,上汽集团,14.78,20.18,https://www.16888.com/127701/options/,201911
41,42,长安CS15EV,217,长安汽车,8.98,9.88,https://www.16888.com/127880/options/,201911
42,43,昂希诺纯电动,204,北京现代,17.28,19.88,https://www.16888.com/128719/options/,201911
43,44,起亚K5新能源,199,起亚,22.28,23.98,https://www.16888.com/128184/options/,201911
44,45,宋MAX新能源,191,比亚迪,14.78,17.48,https://www.16888.com/128417/options/,201911
45,46,红旗E-HS3,184,一汽红旗,22.58,26.58,https://www.16888.com/128491/options/,201911
46,47,领动插电混动,157,北京现代,15.78,17.88,https://www.16888.com/128596/options/,201911
47,48,云度π1,140,云度新能源,7.48,7.98,https://www.16888.com/127865/options/,201911
48,49,江淮iEVA50,139,江淮汽车,12.98,14.55,https://www.16888.com/128025/options/,201911
49,50,领克02新能源,139,领克,18.27,19.77,https://www.16888.com/128628/options/,201911
0,51,嘉际新能源,128,吉利新能源,14.58,16.88,https://www.16888.com/128402/options/,201911
1,52,江淮iEV6E,123,江淮汽车,5.95,7.55,https://www.16888.com/127487/options/,201911
2,53,比亚迪e5,121,比亚迪,22.07,22.07,https://www.16888.com/127290/options/,201911
3,54,艾瑞泽5e,118,奇瑞新能源,15.98,15.98,https://www.16888.com/127815/options/,201911
4,55,索纳塔插电混动,115,北京现代,22.28,25.68,https://www.16888.com/128153/options/,201911
